codigo;nome;preco;imagem;link
"BOM-5632";"SABRE PARA MINI MOTOSSERRA ELETRICA 8' POLEGADAS";"R$ 8,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_481701-580x435.PNG?version=2026032615525504122024082524";"https://camargoebarros.futurasistemas.com.br/3381-SABRE-PARA-MINI-MOTOSSERRA-ELETRICA-8-POLEGADAS-BOM-5632"
"BOM-5637";"SABRE PARA MOTOSSERRA ELETRICA 16" POLEGADAS 3/8LP.050.16.59";"R$ 18,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_550201-580x435.JPG?version=2026031911090604122024082524";"https://camargoebarros.futurasistemas.com.br/3844-SABRE-PARA-MOTOSSERRA-ELETRICA-16-POLEGADAS-3-8LP-050-16-59-BOM-5637"
"BOM-5635";"SABRE PARA MOTOSSERRA ELETRICA 20" POLEGADAS' 3/8.058";"R$ 22,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_556701-580x435.JPG?version=2026032512132004122024082524";"https://camargoebarros.futurasistemas.com.br/3901-SABRE-PARA-MOTOSSERRA-ELETRICA-20-POLEGADAS-3-8-058-BOM-5635"
"AR0857";"SERRA CIRCULAR 1100W 110V STARTOOLS";"R$ 190,00";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_457101-580x435.PNG?version=2025082213381604122024082524";"https://camargoebarros.futurasistemas.com.br/3206-SERRA-CIRCULAR-1100W-110V-STARTOOLS-AR0857"
"BOM-9706";"SERRA CIRCULAR 125 MM RECARREGAVEL C/2 BATERIAS 21V";"R$ 440,00";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_407001-580x435.PNG?version=2026010610220504122024082524";"https://camargoebarros.futurasistemas.com.br/2873-SERRA-CIRCULAR-125-MM-RECARREGAVEL-C-2-BATERIAS-21V-BOM-9706"
"BOM-9578";"SERRA CIRCULAR ELETRICA 220V 1100W 185MM 7"";"R$ 240,00";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_533001-580x435.JPG?version=2026010610370204122024082524";"https://camargoebarros.futurasistemas.com.br/3750-SERRA-CIRCULAR-ELETRICA-220V-1100W-185MM-7--BOM-9578"
"BOM-5673";"SERRA COPO AJUSTAVEL 45~130MM";"R$ 42,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_522801-580x435.JPG?version=2025080409514604122024082524";"https://camargoebarros.futurasistemas.com.br/3679-SERRA-COPO-AJUSTAVEL-45-130MM-BOM-5673"
"0TP";"SERRA COPO DIAMANTADA 100 MM EDA";"R$ 162,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_502401-580x435.JPG?version=2025051010580204122024082524";"https://camargoebarros.futurasistemas.com.br/3528-SERRA-COPO-DIAMANTADA-100-MM-EDA-0TP"
"0TN";"SERRA COPO DIAMANTADA 75 MM EDA";"R$ 119,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_502301-580x435.JPG?version=2025043016531004122024082524";"https://camargoebarros.futurasistemas.com.br/3527-SERRA-COPO-DIAMANTADA-75-MM-EDA-0TN"
"BOM-9756";"SERRA DE ROLOS DE BANCADA 300MM 120W BIVOLT";"R$ 750,00";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_557901-580x435.JPG?version=2026041312260804122024082524";"https://camargoebarros.futurasistemas.com.br/3916-SERRA-DE-ROLOS-DE-BANCADA-300MM-120W-BIVOLT-BOM-9756"
"BOM-9702";"SERRA SABRE PARA PODA RECARREGAVEL C/2 BATERIAS 21V";"R$ 230,00";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_455301-580x435.PNG?version=2026010609592704122024082524";"https://camargoebarros.futurasistemas.com.br/3189-SERRA-SABRE-PARA-PODA-RECARREGAVEL-C-2-BATERIAS-21V-BOM-9702"
"SR1027";"SERRA SABRE PARA PODA RECARREGAVEL C/2 BATERIAS 21V 2.0AH";"R$ 230,00";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_553801-580x435.JPG?version=2026031211454904122024082524";"https://camargoebarros.futurasistemas.com.br/3876-SERRA-SABRE-PARA-PODA-RECARREGAVEL-C-2-BATERIAS-21V-2-0AH-SR1027"
"BOM-9719";"SERRA TICO TICO NA MALETA RECARREGAVEL C/2 BATERIAS 21V 3.0AH";"R$ 385,00";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_469401-580x435.PNG?version=2026010610575604122024082524";"https://camargoebarros.futurasistemas.com.br/7908782207149"
"BOM-9667";"SERRA TICO TICO 550W 110V";"R$ 120,00";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_529901-580x435.JPG?version=2026030910332704122024082524";"https://camargoebarros.futurasistemas.com.br/3721-SERRA-TICO-TICO-550W-110V-BOM-9667"
"BOM-9668";"SERRA TICO TICO 550W 220V";"R$ 120,00";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_530001-580x435.JPG?version=2026010610103204122024082524";"https://camargoebarros.futurasistemas.com.br/3722-SERRA-TICO-TICO-550W-220V-BOM-9668"
"AR0856";"SERRA TICO-TICO 400W 220V STARTOOLS";"R$ 110,00";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_457001-580x435.PNG?version=2026010610391804122024082524";"https://camargoebarros.futurasistemas.com.br/3205-SERRA-TICO-TICO-400W-220V-STARTOOLS-AR0856"
"AR0396";"SERROTE 18" CABO DE MADEIRA STARTOOLS";"R$ 20,00";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_334301-580x435.PNG?version=2025012413253904122024082524";"https://camargoebarros.futurasistemas.com.br/2416-SERROTE-18-CABO-DE-MADEIRA-STARTOOLS-AR0396"
"AR0397";"SERROTE 18" CABO DE PLASTICO STARTOOLS";"R$ 16,50";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_340601-580x435.PNG?version=2025012413281704122024082524";"https://camargoebarros.futurasistemas.com.br/2448-SERROTE-18-CABO-DE-PLASTICO-STARTOOLS-AR0397"
"BAR-314016-6";"SERROTE 20" CABO DE MADEIRA";"R$ 18,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_401301-580x435.PNG?version=2025052718243804122024082524";"https://camargoebarros.futurasistemas.com.br/2826-SERROTE-20-CABO-DE-MADEIRA-BAR-314016-6"
"BAR-314013-3";"SERROTE 20" CABO DE PLASTICO";"R$ 16,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_401401-580x435.PNG?version=2024041918313604122024082524";"https://camargoebarros.futurasistemas.com.br/2827-SERROTE-20-CABO-DE-PLASTICO-BAR-314013-3"
"BOM-3647";"SERROTE DE COSTAS 12" C0M CAIXA DE MEIA ESQUADRIA";"R$ 39,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_546201-580x435.PNG?version=2026012718032704122024082524";"https://camargoebarros.futurasistemas.com.br/3815-SERROTE-DE-COSTAS-12-C0M-CAIXA-DE-MEIA-ESQUADRIA-BOM-3647"
"74005";"SERROTE PARA GESSO DRYWALL 6" 17CM CABO EMBORRACHADO";"R$ 11,50";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_484601-580x435.PNG?version=2025030611105104122024082524";"https://camargoebarros.futurasistemas.com.br/2404-SERROTE-PARA-GESSO-DRYWALL-6-17CM-CABO-EMBORRACHADO-74005"
"AR0398";"SERROTE PARA PODA 12" CABO DE PLSTICOS STARTOOLS";"R$ 12,50";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_343601-580x435.PNG?version=2026042513234704122024082524";"https://camargoebarros.futurasistemas.com.br/2449-SERROTE-PARA-PODA-12-CABO-DE-PLSTICOS-STARTOOLS-AR0398"
"BOM-1080";"SERROTE PARA PODA 14" COM LÃMINA DE GANCHOS AFIADOS";"R$ 19,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_550701-580x435.JPG?version=2026022110201904122024082524";"https://camargoebarros.futurasistemas.com.br/3849-SERROTE-PARA-PODA-14-COM-LAMINA-DE-GANCHOS-AFIADOS-BOM-1080"
"SR1172";"SERROTE PARA PODA 16" CABO CURVO DE PLASTICO STARTOOLS";"R$ 8,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_566901-580x435.JPG?version=2026052010224804122024082524";"https://camargoebarros.futurasistemas.com.br/3981-SERROTE-PARA-PODA-16-CABO-CURVO-DE-PLASTICO-STARTOOLS-SR1172"
"SR1173";"SERROTE PARA PODA 20" DOBRAVEL CABO DE PLSTICOS";"R$ 15,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_567001-580x435.JPG?version=2026052010453104122024082524";"https://camargoebarros.futurasistemas.com.br/3982-SERROTE-PARA-PODA-20-DOBRAVEL-CABO-DE-PLSTICOS-SR1173"
"BOM-1533";"SERROTE PARA PODA 7" DOBRAVEL CABO DE PLSTICOS";"R$ 14,50";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_459701-580x435.PNG?version=2025082817071604122024082524";"https://camargoebarros.futurasistemas.com.br/3229-SERROTE-PARA-PODA-7-DOBRAVEL-CABO-DE-PLSTICOS-BOM-1533"
"BOM-9725";"SOPRADOR AR TURBO RECARREGAVEL C/2 BATERIAS 21V 330W";"R$ 148,00";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_489101-580x435.PNG?version=2025120515032504122024082524";"https://camargoebarros.futurasistemas.com.br/3436-SOPRADOR-AR-TURBO-RECARREGAVEL-C-2-BATERIAS-21V-330W-BOM-9725"
"BOM-9529";"SOPRADOR ELETRICO 110V 950W";"R$ 120,00";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_470501-580x435.PNG?version=2026040915062504122024082524";"https://camargoebarros.futurasistemas.com.br/3291-SOPRADOR-ELETRICO-110V-950W-BOM-9529"
"BOM-9528";"SOPRADOR ELETRICO 220V 950W";"R$ 120,00";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_470601-580x435.PNG?version=2026040915060104122024082524";"https://camargoebarros.futurasistemas.com.br/3292-SOPRADOR-ELETRICO-220V-950W-BOM-9528"
"BOM-9560";"SOPRADOR TERMICO 220V 1600W";"R$ 85,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_561801-580x435.JPG?version=2026040915145304122024082524";"https://camargoebarros.futurasistemas.com.br/3944-SOPRADOR-TERMICO-220V-1600W-BOM-9560"
"ST5000";"SOPRADOR TÉRMICO 320W PORTÁTIL RECARREGÁVEL COM 02 BATERIAS 21V 10000MAH";"R$ 380,00";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_443101-580x435.JPG?version=2026012611495704122024082524";"https://camargoebarros.futurasistemas.com.br/3096-SOPRADOR-TERMICO-320W-PORTATIL-RECARREGAVEL-COM-02-BATERIAS-21V-10000MAH-ST5000"
"BOM-9563";"SOPRADOR TERMICO COM CONTROLE DE TEMPERATURA VARIAVEL 110V 1600W";"R$ 100,00";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_562001-580x435.JPG?version=2026040915225804122024082524";"https://camargoebarros.futurasistemas.com.br/3946-SOPRADOR-TERMICO-COM-CONTROLE-DE-TEMPERATURA-VARIAVEL-110V-1600W-BOM-9563"
"BOM-9562";"SOPRADOR TERMICO COM CONTROLE DE TEMPERATURA VARIAVEL 220V 1600W";"R$ 100,00";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_561901-580x435.JPG?version=2026041309342404122024082524";"https://camargoebarros.futurasistemas.com.br/3945-SOPRADOR-TERMICO-COM-CONTROLE-DE-TEMPERATURA-VARIAVEL-220V-1600W-BOM-9562"
"ST5500D";"SOPRADOR TERMICO DIGITAL LCD PORTÁTIL RECARREGAVEL C/2 BATERIAS 21V 20000AH EXBOM";"R$ 450,00";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_438701-580x435.PNG?version=2026012611501904122024082524";"https://camargoebarros.futurasistemas.com.br/3082-SOPRADOR-TERMICO-DIGITAL-LCD-PORTATIL-RECARREGAVEL-C-2-BATERIAS-21V-20000AH-EXBOM-ST5500D"
"BOM-9742";"SOPRADOR TURBO PORTATIL RECARREGAVEL 200W 130000 RPM BOM-9728 SOPRADOR TURBO PORTATIL MINI RECARREGAVEL 95W 105000 RPM";"R$ 95,00";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_550901-580x435.JPG?version=2026022110261004122024082524";"https://camargoebarros.futurasistemas.com.br/3851-SOPRADOR-TURBO-PORTATIL-RECARREGAVEL-200W-130000-RPM-BOM-9728"
"BOM-9728";"SOPRADOR TURBO PORTATIL RECARREGAVEL 200W 130000 RPM";"R$ 130,00";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_533601-580x435.JPG?version=2026011711310304122024082524";"https://camargoebarros.futurasistemas.com.br/3760-SOPRADOR-TURBO-PORTATIL-RECARREGAVEL-200W-130000-RPM-BOM-9728"
"BOM-1506";"SUGADOR DE SOLDA EM ALUMÍNIO";"R$ 6,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_504601-580x435.JPG?version=2026012717302004122024082524";"https://camargoebarros.futurasistemas.com.br/3549-SUGADOR-DE-SOLDA-EM-ALUMINIO-BOM-1506"
"BOM-3604";"SUPORTE LEVANTADOR DE MOVEIS COM RODINHA ATÉ 150KG";"R$ 26,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_500901-580x435.JPG?version=2025050817452404122024082524";"https://camargoebarros.futurasistemas.com.br/3514-SUPORTE-LEVANTADOR-DE-MOVEIS-COM-RODINHA-ATE-150KG-BOM-3604"
"BOM-2740";"SUPORTE MÃO FRANCESA DOBRAVEL 19 X 9,5 CM C/2 PCS";"R$ 18,50";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_509201-580x435.JPG?version=2025102515445904122024082524";"https://camargoebarros.futurasistemas.com.br/3578-SUPORTE-MAO-FRANCESA-DOBRAVEL-19-X-9-5-CM-C-2-PCS-BOM-2740"
"BOM-2741";"SUPORTE MÃO FRANCESA DOBRAVEL 24 X 9,5 CM C/2 PCS";"R$ 21,50";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_509301-580x435.JPG?version=2025102515401404122024082524";"https://camargoebarros.futurasistemas.com.br/3579-SUPORTE-MAO-FRANCESA-DOBRAVEL-24-X-9-5-CM-C-2-PCS-BOM-2741"
"BOM-2743";"SUPORTE MÃO FRANCESA DOBRAVEL 34X13CM C/2 PCS";"R$ 26,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_503601-580x435.JPG?version=2025102515424404122024082524";"https://camargoebarros.futurasistemas.com.br/3539-SUPORTE-MAO-FRANCESA-DOBRAVEL-34X13CM-C-2-PCS-BOM-2743"
"BOM-5661-2";"SUPORTE MORSA PARA FURADEIRA DE BANCADA";"R$ 32,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_537901-580x435.JPG?version=2025111215373204122024082524";"https://camargoebarros.futurasistemas.com.br/3784-SUPORTE-MORSA-PARA-FURADEIRA-DE-BANCADA-BOM-5661-2"
"BOM-1534";"SUPORTE MULTIFUNCIONAL COM RODINHA ATÉ 200KG";"R$ 64,50";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_504101-580x435.JPG?version=2025102515270504122024082524";"https://camargoebarros.futurasistemas.com.br/3545-SUPORTE-MULTIFUNCIONAL-COM-RODINHA-ATE-200KG-BOM-1534"
"50709";"SUPORTE PARA DISCO DE LIXA COM VELCRO 4" 100MM NAVY";"R$ 4,50";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_545301-580x435.PNG?version=2026012212070304122024082524";"https://camargoebarros.futurasistemas.com.br/3806-SUPORTE-PARA-DISCO-DE-LIXA-COM-VELCRO-4-100MM-NAVY-50709"
"50710";"SUPORTE PARA DISCO DE LIXA COM VELCRO 4,5" 110MM NAVY";"R$ 5,70";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_545101-580x435.PNG?version=2026012212054404122024082524";"https://camargoebarros.futurasistemas.com.br/3808-SUPORTE-PARA-DISCO-DE-LIXA-COM-VELCRO-4-5-110MM-NAVY-50710"
"74008";"SUPORTE PARA DISCO DE LIXA COM VELCRO 5" 125MM NAVY";"R$ 6,00";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_500201-580x435.JPG?version=2026012211575504122024082524";"https://camargoebarros.futurasistemas.com.br/3511-SUPORTE-PARA-DISCO-DE-LIXA-COM-VELCRO-5-125MM-NAVY-74008"
"50711";"SUPORTE PARA DISCO DE LIXA COM VELCRO 6" 150MM NAVY";"R$ 8,50";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_545201-580x435.PNG?version=2026012212060604122024082524";"https://camargoebarros.futurasistemas.com.br/3807-SUPORTE-PARA-DISCO-DE-LIXA-COM-VELCRO-6-150MM-NAVY-50711"
"BOM-1518";"SUPORTE TERCEIRA MÃO LEVANTADOR DE MOVEIS COM 2 PCS ATÉ 200KG";"R$ 115,00";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_556101-580x435.JPG?version=2026031918440804122024082524";"https://camargoebarros.futurasistemas.com.br/3896-SUPORTE-TERCEIRA-MAO-LEVANTADOR-DE-MOVEIS-COM-2-PCS-ATE-200KG-BOM-1518"
"BOM-2870";"TALHA MANUAL DE CORRENTE 1T-3M";"R$ 260,00";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_503301-580x435.JPG?version=2026012618181004122024082524";"https://camargoebarros.futurasistemas.com.br/3536-TALHA-MANUAL-DE-CORRENTE-1T-3M-BOM-2870"
"BOM-2872";"TALHA MANUAL DE CORRENTE 2T-3M";"R$ 350,00";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_503401-580x435.JPG?version=2026012618204704122024082524";"https://camargoebarros.futurasistemas.com.br/3537-TALHA-MANUAL-DE-CORRENTE-2T-3M-BOM-2872"
"9IS";"TALHADEIRA CHATA COM PUNHO DE BORRACHA 10" EDA";"R$ 20,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_548901-580x435.JPG?version=2026020415254704122024082524";"https://camargoebarros.futurasistemas.com.br/3836-TALHADEIRA-CHATA-COM-PUNHO-DE-BORRACHA-10-EDA-9IS"
"BOM-5223";"TALHADEIRA E PONTEIRO SDS PLUS 14 X 250MM COM 3 PCS";"R$ 24,50";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_513401-580x435.JPG?version=2025070212432204122024082524";"https://camargoebarros.futurasistemas.com.br/3615-TALHADEIRA-E-PONTEIRO-SDS-PLUS-14-X-250MM-COM-3-PCS-BOM-5223"
"BOM-1250";"TALHADEIRA SDS PLUS 14 X 250 X 20 MM";"R$ 7,50";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_445101-580x435.PNG?version=2025080117561004122024082524";"https://camargoebarros.futurasistemas.com.br/3112-TALHADEIRA-SDS-PLUS-14-X-250-X-20-MM-BOM-1250"
"OPY";"TALHADEIRA SDS PLUS 14 X 250 X 20 MM EDA";"R$ 9,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_403501-580x435.PNG?version=2025061116290704122024082524";"https://camargoebarros.futurasistemas.com.br/2846-TALHADEIRA-SDS-PLUS-14-X-250-X-20-MM-EDA-OPY-020149"
"BOM-1252";"TALHADEIRA SDS PLUS 14 X 250 X 40 MM";"R$ 9,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_444601-580x435.PNG?version=2025080110071604122024082524";"https://camargoebarros.futurasistemas.com.br/3109-TALHADEIRA-SDS-PLUS-14-X-250-X-40-MM-BOM-1252"
"OPZ";"TALHADEIRA SDS PLUS 14 X 250 X 40 MM EDA";"R$ 11,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_403401-580x435.PNG?version=2025061116313704122024082524";"https://camargoebarros.futurasistemas.com.br/2845-TALHADEIRA-SDS-PLUS-14-X-250-X-40-MM-EDA-OPZ-020156"
"BOM-1253";"TALHADEIRA SDS PLUS 18 X 400 X 25 MM";"R$ 17,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_445301-580x435.PNG?version=2025042912563604122024082524";"https://camargoebarros.futurasistemas.com.br/3114-TALHADEIRA-SDS-PLUS-18-X-400-X-25-MM-BOM-1253"
"BOM-5672";"TARRACHAS PARA FAZER ROSCA EM CANO PVC 1/2 - 3/4 - 1"";"R$ 18,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_518001-580x435.JPG?version=2025072218403904122024082524";"https://camargoebarros.futurasistemas.com.br/3652-TARRACHAS-PARA-FAZER-ROSCA-EM-CANO-PVC-1-2--3-4--1--BOM-5672"
"BOM-5641";"TARRAXA PARA FAZER ROSCA INTERNA E EXTERNA EM CANO PVC 1/2";"R$ 6,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_546601-580x435.PNG?version=2026012718203704122024082524";"https://camargoebarros.futurasistemas.com.br/3818-TARRAXA-PARA-FAZER-ROSCA-INTERNA-E-EXTERNA-EM-CANO-PVC-1-2-BOM-5641"
"BOM-5642";"TARRAXA PARA FAZER ROSCA INTERNA E EXTERNA EM CANO PVC 3/4";"R$ 9,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_546501-580x435.PNG?version=2026031909583504122024082524";"https://camargoebarros.futurasistemas.com.br/3817-TARRAXA-PARA-FAZER-ROSCA-INTERNA-E-EXTERNA-EM-CANO-PVC-3-4-BOM-5642"
"SR1029";"TESOURA ALICATE DE PODA ELETRONICO C/2 BATERIAS 21V 2.0AH";"R$ 250,00";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_553901-580x435.JPG?version=2026031313562104122024082524";"https://camargoebarros.futurasistemas.com.br/3877-TESOURA-ALICATE-DE-PODA-ELETRONICO-C-2-BATERIAS-21V-2-0AH-SR1029"
"BOM-9106";"TESOURA ALICATE DE PODA ELETRONICO C/2 BATERIAS 21V";"R$ 260,00";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_402701-580x435.PNG?version=2026031313571604122024082524";"https://camargoebarros.futurasistemas.com.br/2840-TESOURA-ALICATE-DE-PODA-ELETRONICO-C-2-BATERIAS-21V-BOM-9106"
"AR0639";"TESOURA DE CORTAR CHAPA PARA FUNILEIRO 10"CABO EMBORRACHADO";"R$ 28,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_448001-580x435.PNG?version=2025080611335704122024082524";"https://camargoebarros.futurasistemas.com.br/3163-TESOURA-DE-CORTAR-CHAPA-PARA-FUNILEIRO-10-CABO-EMBORRACHADO-AR0639"
"AR0638";"TESOURA DE CORTAR CHAPA PARA FUNILEIRO 8"CABO EMBORRACHADO";"R$ 23,50";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_447901-580x435.PNG?version=2025080611330004122024082524";"https://camargoebarros.futurasistemas.com.br/3162-TESOURA-DE-CORTAR-CHAPA-PARA-FUNILEIRO-8-CABO-EMBORRACHADO-AR0638"
"SR1212";"TESOURA DE PODA 20" CABO DE METAL COM PUNHO STARTOOLS";"R$ 25,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_560601-580x435.JPG?version=2026040818472204122024082524";"https://camargoebarros.futurasistemas.com.br/3932-TESOURA-DE-PODA-20--CABO-DE-METAL-COM-PUNHO-STARTOOLS-SR1212"
"SR1214";"TESOURA DE PODA 27" CABO LONGO DE METAL COM PUNHO STARTOOLS";"R$ 34,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_560701-580x435.JPG?version=2026040909242004122024082524";"https://camargoebarros.futurasistemas.com.br/3933-TESOURA-DE-PODA-27-CABO-LONGO-DE-METAL-COM-PUNHO-STARTOOLS-SR1214"
"BJ2613";"TESOURA DE PODA 7" COM TRAVA CABO DE PLASTICO";"R$ 8,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_451701-580x435.PNG?version=2025062410220604122024082524";"https://camargoebarros.futurasistemas.com.br/3142-TESOURA-DE-PODA-7-COM-TRAVA-CABO-DE-PLASTICO-BJ2613"
"AR0449";"TESOURA DE PODA 8" COM TRAVA CABO EMBORRACHADO STARTOOLS";"R$ 13,50";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_355401-580x435.PNG?version=2026032516341904122024082524";"https://camargoebarros.futurasistemas.com.br/2454-TESOURA-DE-PODA-8-COM-TRAVA-CABO-EMBORRACHADO-STARTOOLS-AR0449"
"SR1211";"TESOURA DE PODA 8,5" COM TRAVA CABO DE METAL STARTOOLS";"R$ 14,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_555001-580x435.JPG?version=2026031216014104122024082524";"https://camargoebarros.futurasistemas.com.br/3892-TESOURA-DE-PODA-8-5-COM-TRAVA-CABO-DE-METAL-STARTOOLS-SR1211"
"BOM-3305";"TESOURA PARA CORTAR CHAPA RETO 10"";"R$ 24,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_397901-580x435.PNG?version=2026042218010004122024082524";"https://camargoebarros.futurasistemas.com.br/2798-TESOURA-PARA-CORTAR-CHAPA-RETO-10-BOM-3305"
"BOM-1647";"TESOURA PARA CORTAR FERRO "VERGALHÃO" 14"";"R$ 38,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_536501-580x435.JPG?version=2025102713135204122024082524";"https://camargoebarros.futurasistemas.com.br/3775-TESOURA-PARA-CORTAR-FERRO-VERGALHAO-14-BOM-1647"
"BOM-1648";"TESOURA PARA CORTAR FERRO "VERGALHÃO" 18"";"R$ 52,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_527401-580x435.JPG?version=2025102515325804122024082524";"https://camargoebarros.futurasistemas.com.br/3354-TESOURA-PARA-CORTAR-FERRO-VERGALHAO-18-BOM-1648"
